"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Paulding County, GA","13223","Unknown or Not Stated","9",Suppressed
,"Richmond County, GA","13245","Hispanic or Latino","2135-2",121
,"Richmond County, GA","13245","Not Hispanic or Latino","2186-5",2856
,"Richmond County, GA","13245","Unknown or Not Stated","9",26
,"Whitfield County, GA","13313","Hispanic or Latino","2135-2",654
,"Whitfield County, GA","13313","Not Hispanic or Latino","2186-5",697
,"Whitfield County, GA","13313","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, GA","13999","Hispanic or Latino","2135-2",3870
,"Unidentified Counties, GA","13999","Not Hispanic or Latino","2186-5",37158
,"Unidentified Counties, GA","13999","Unknown or Not Stated","9",389
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2017"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 11:34:26 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 11:34:26 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
