"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Henry County, GA","13151","Hispanic or Latino","2135-2",269
,"Henry County, GA","13151","Not Hispanic or Latino","2186-5",2355
,"Henry County, GA","13151","Unknown or Not Stated","9",19
,"Houston County, GA","13153","Hispanic or Latino","2135-2",200
,"Houston County, GA","13153","Not Hispanic or Latino","2186-5",1709
,"Houston County, GA","13153","Unknown or Not Stated","9",10
,"Lowndes County, GA","13185","Hispanic or Latino","2135-2",155
,"Lowndes County, GA","13185","Not Hispanic or Latino","2186-5",1426
,"Lowndes County, GA","13185","Unknown or Not Stated","9",0
,"Muscogee County, GA","13215","Hispanic or Latino","2135-2",337
,"Muscogee County, GA","13215","Not Hispanic or Latino","2186-5",2456
,"Muscogee County, GA","13215","Unknown or Not Stated","9",22
,"Paulding County, GA","13223","Hispanic or Latino","2135-2",147
,"Paulding County, GA","13223","Not Hispanic or Latino","2186-5",1567
,"Paulding County, GA","13223","Unknown or Not Stated","9",Suppressed
,"Richmond County, GA","13245","Hispanic or Latino","2135-2",191
,"Richmond County, GA","13245","Not Hispanic or Latino","2186-5",2612
,"Richmond County, GA","13245","Unknown or Not Stated","9",76
,"Whitfield County, GA","13313","Hispanic or Latino","2135-2",609
,"Whitfield County, GA","13313","Not Hispanic or Latino","2186-5",650
,"Whitfield County, GA","13313","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, GA","13999","Hispanic or Latino","2135-2",3994
,"Unidentified Counties, GA","13999","Not Hispanic or Latino","2186-5",35660
,"Unidentified Counties, GA","13999","Unknown or Not Stated","9",178
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2020"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 10:37:26 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 10:37:26 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
