"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Miami-Dade County, FL","12086","Unknown or Not Stated","9",11
,"Okaloosa County, FL","12091","Hispanic or Latino","2135-2",412
,"Okaloosa County, FL","12091","Not Hispanic or Latino","2186-5",2146
,"Okaloosa County, FL","12091","Unknown or Not Stated","9",0
,"Orange County, FL","12095","Hispanic or Latino","2135-2",6017
,"Orange County, FL","12095","Not Hispanic or Latino","2186-5",9684
,"Orange County, FL","12095","Unknown or Not Stated","9",Suppressed
,"Osceola County, FL","12097","Hispanic or Latino","2135-2",2705
,"Osceola County, FL","12097","Not Hispanic or Latino","2186-5",1773
,"Osceola County, FL","12097","Unknown or Not Stated","9",Suppressed
,"Palm Beach County, FL","12099","Hispanic or Latino","2135-2",4778
,"Palm Beach County, FL","12099","Not Hispanic or Latino","2186-5",9327
,"Palm Beach County, FL","12099","Unknown or Not Stated","9",Suppressed
,"Pasco County, FL","12101","Hispanic or Latino","2135-2",1057
,"Pasco County, FL","12101","Not Hispanic or Latino","2186-5",3907
,"Pasco County, FL","12101","Unknown or Not Stated","9",Suppressed
,"Pinellas County, FL","12103","Hispanic or Latino","2135-2",1096
,"Pinellas County, FL","12103","Not Hispanic or Latino","2186-5",6350
,"Pinellas County, FL","12103","Unknown or Not Stated","9",16
,"Polk County, FL","12105","Hispanic or Latino","2135-2",2623
,"Polk County, FL","12105","Not Hispanic or Latino","2186-5",5358
,"Polk County, FL","12105","Unknown or Not Stated","9",Suppressed
,"St. Johns County, FL","12109","Hispanic or Latino","2135-2",160
,"St. Johns County, FL","12109","Not Hispanic or Latino","2186-5",1987
,"St. Johns County, FL","12109","Unknown or Not Stated","9",Suppressed
,"St. Lucie County, FL","12111","Hispanic or Latino","2135-2",836
,"St. Lucie County, FL","12111","Not Hispanic or Latino","2186-5",2188
,"St. Lucie County, FL","12111","Unknown or Not Stated","9",0
,"Santa Rosa County, FL","12113","Hispanic or Latino","2135-2",116
,"Santa Rosa County, FL","12113","Not Hispanic or Latino","2186-5",1727
,"Santa Rosa County, FL","12113","Unknown or Not Stated","9",Suppressed
,"Sarasota County, FL","12115","Hispanic or Latino","2135-2",473
,"Sarasota County, FL","12115","Not Hispanic or Latino","2186-5",2178
,"Sarasota County, FL","12115","Unknown or Not Stated","9",Suppressed
,"Seminole County, FL","12117","Hispanic or Latino","2135-2",1155
,"Seminole County, FL","12117","Not Hispanic or Latino","2186-5",3282
,"Seminole County, FL","12117","Unknown or Not Stated","9",0
,"Volusia County, FL","12127","Hispanic or Latino","2135-2",900
,"Volusia County, FL","12127","Not Hispanic or Latino","2186-5",3824
,"Volusia County, FL","12127","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, FL","12999","Hispanic or Latino","2135-2",2183
,"Unidentified Counties, FL","12999","Not Hispanic or Latino","2186-5",10343
,"Unidentified Counties, FL","12999","Unknown or Not Stated","9",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2020"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 10:36:20 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 10:36:20 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
