State,Season,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate,Type
Utah,2022-23,2023-09-30,All,All,All,0.1,78.7,Crude Rate
Utah,2022-23,2023-09-23,All,All,All,0.0,78.6,Crude Rate
Utah,2022-23,2023-09-16,All,All,All,0.1,78.6,Crude Rate
Utah,2022-23,2023-09-09,All,All,All,0.1,78.5,Crude Rate
Utah,2022-23,2023-09-02,All,All,All,0.1,78.4,Crude Rate
Utah,2022-23,2023-08-26,All,All,All,0.0,78.3,Crude Rate
Utah,2022-23,2023-08-19,All,All,All,0.1,78.3,Crude Rate
Utah,2022-23,2023-08-12,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-08-05,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-07-29,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-07-22,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-07-15,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-07-08,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-07-01,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-06-24,All,All,All,0.0,78.2,Crude Rate
Utah,2022-23,2023-06-17,All,All,All,0.1,78.2,Crude Rate
Utah,2022-23,2023-06-10,All,All,All,0.0,78.1,Crude Rate
Utah,2022-23,2023-06-03,All,All,All,0.1,78.1,Crude Rate
Utah,2022-23,2023-05-27,All,All,All,0.1,78.1,Crude Rate
Utah,2022-23,2023-05-20,All,All,All,0.0,78.0,Crude Rate
Utah,2022-23,2023-05-13,All,All,All,0.1,78.0,Crude Rate
Utah,2022-23,2023-05-06,All,All,All,0.0,77.9,Crude Rate
Utah,2022-23,2023-04-29,All,All,All,0.0,77.9,Crude Rate
Utah,2022-23,2023-04-22,All,All,All,0.3,77.9,Crude Rate
Utah,2022-23,2023-04-15,All,All,All,0.0,77.6,Crude Rate
Utah,2022-23,2023-04-08,All,All,All,0.0,77.6,Crude Rate
Utah,2022-23,2023-04-01,All,All,All,0.2,77.6,Crude Rate
Utah,2022-23,2023-03-25,All,All,All,0.3,77.5,Crude Rate
Utah,2022-23,2023-03-18,All,All,All,0.3,77.2,Crude Rate
Utah,2022-23,2023-03-11,All,All,All,0.2,76.9,Crude Rate
Utah,2022-23,2023-03-04,All,All,All,0.2,76.7,Crude Rate
Utah,2022-23,2023-02-25,All,All,All,0.5,76.5,Crude Rate
Utah,2022-23,2023-02-18,All,All,All,1.3,76.0,Crude Rate
Utah,2022-23,2023-02-11,All,All,All,0.9,74.8,Crude Rate
Utah,2022-23,2023-02-04,All,All,All,0.4,73.8,Crude Rate
Utah,2022-23,2023-01-28,All,All,All,1.2,73.4,Crude Rate
Utah,2022-23,2023-01-21,All,All,All,1.2,72.2,Crude Rate
Utah,2022-23,2023-01-14,All,All,All,2.2,71.1,Crude Rate
Utah,2022-23,2023-01-07,All,All,All,2.4,68.9,Crude Rate
Utah,2022-23,2022-12-31,All,All,All,4.6,66.5,Crude Rate
Utah,2022-23,2022-12-24,All,All,All,3.7,61.9,Crude Rate
Utah,2022-23,2022-12-17,All,All,All,5.5,58.2,Crude Rate
Utah,2022-23,2022-12-10,All,All,All,7.6,52.7,Crude Rate
Utah,2022-23,2022-12-03,All,All,All,9.6,45.1,Crude Rate
Utah,2022-23,2022-11-26,All,All,All,9.7,35.5,Crude Rate
Utah,2022-23,2022-11-19,All,All,All,6.9,25.8,Crude Rate
Utah,2022-23,2022-11-12,All,All,All,7.0,18.9,Crude Rate
Utah,2022-23,2022-11-05,All,All,All,5.2,11.9,Crude Rate
Utah,2022-23,2022-10-29,All,All,All,3.2,6.7,Crude Rate
Utah,2022-23,2022-10-22,All,All,All,1.7,3.5,Crude Rate
Utah,2022-23,2022-10-15,All,All,All,1.0,1.8,Crude Rate
Utah,2022-23,2022-10-08,All,All,All,0.8,0.8,Crude Rate
Utah,2022-23,2023-09-30,All,All,Hispanic,0.4,109.1,Crude Rate
Utah,2022-23,2023-09-23,All,All,Hispanic,0.0,108.6,Crude Rate
Utah,2022-23,2023-09-16,All,All,Hispanic,0.0,108.6,Crude Rate
Utah,2022-23,2023-09-09,All,All,Hispanic,0.0,108.6,Crude Rate
Utah,2022-23,2023-09-02,All,All,Hispanic,0.4,108.6,Crude Rate
Utah,2022-23,2023-08-26,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-08-19,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-08-12,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-08-05,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-07-29,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-07-22,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-07-15,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-07-08,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-07-01,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-06-24,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-06-17,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-06-10,All,All,Hispanic,0.0,108.2,Crude Rate
Utah,2022-23,2023-06-03,All,All,Hispanic,0.4,108.2,Crude Rate
Utah,2022-23,2023-05-27,All,All,Hispanic,0.0,107.8,Crude Rate
Utah,2022-23,2023-05-20,All,All,Hispanic,0.0,107.8,Crude Rate
Utah,2022-23,2023-05-13,All,All,Hispanic,0.0,107.8,Crude Rate
Utah,2022-23,2023-05-06,All,All,Hispanic,0.0,107.8,Crude Rate
Utah,2022-23,2023-04-29,All,All,Hispanic,0.0,107.8,Crude Rate
Utah,2022-23,2023-04-22,All,All,Hispanic,0.4,107.8,Crude Rate
Utah,2022-23,2023-04-15,All,All,Hispanic,0.0,107.4,Crude Rate
Utah,2022-23,2023-04-08,All,All,Hispanic,0.0,107.4,Crude Rate
Utah,2022-23,2023-04-01,All,All,Hispanic,0.0,107.4,Crude Rate
Utah,2022-23,2023-03-25,All,All,Hispanic,0.0,107.4,Crude Rate
Utah,2022-23,2023-03-18,All,All,Hispanic,0.4,107.4,Crude Rate
Utah,2022-23,2023-03-11,All,All,Hispanic,0.0,106.9,Crude Rate
Utah,2022-23,2023-03-04,All,All,Hispanic,0.4,106.9,Crude Rate
Utah,2022-23,2023-02-25,All,All,Hispanic,0.0,106.5,Crude Rate
Utah,2022-23,2023-02-18,All,All,Hispanic,1.7,106.5,Crude Rate
Utah,2022-23,2023-02-11,All,All,Hispanic,0.9,104.8,Crude Rate
Utah,2022-23,2023-02-04,All,All,Hispanic,0.9,103.9,Crude Rate
Utah,2022-23,2023-01-28,All,All,Hispanic,1.7,103.1,Crude Rate
Utah,2022-23,2023-01-21,All,All,Hispanic,2.1,101.4,Crude Rate
Utah,2022-23,2023-01-14,All,All,Hispanic,4.3,99.2,Crude Rate
Utah,2022-23,2023-01-07,All,All,Hispanic,5.1,95.0,Crude Rate
Utah,2022-23,2022-12-31,All,All,Hispanic,7.7,89.8,Crude Rate
Utah,2022-23,2022-12-24,All,All,Hispanic,3.0,82.1,Crude Rate
Utah,2022-23,2022-12-17,All,All,Hispanic,6.8,79.1,Crude Rate
Utah,2022-23,2022-12-10,All,All,Hispanic,12.0,72.3,Crude Rate
Utah,2022-23,2022-12-03,All,All,Hispanic,12.8,60.3,Crude Rate
Utah,2022-23,2022-11-26,All,All,Hispanic,13.3,47.5,Crude Rate
Utah,2022-23,2022-11-19,All,All,Hispanic,7.3,34.2,Crude Rate
Utah,2022-23,2022-11-12,All,All,Hispanic,7.3,26.9,Crude Rate
Utah,2022-23,2022-11-05,All,All,Hispanic,9.4,19.7,Crude Rate
Utah,2022-23,2022-10-29,All,All,Hispanic,6.0,10.3,Crude Rate
Utah,2022-23,2022-10-22,All,All,Hispanic,3.0,4.3,Crude Rate
Utah,2022-23,2022-10-15,All,All,Hispanic,0.9,1.3,Crude Rate
Utah,2022-23,2022-10-08,All,All,Hispanic,0.4,0.4,Crude Rate
Utah,2022-23,2023-09-30,All,All,"A/PI, non-Hispanic",0.0,101.1,Crude Rate
Utah,2022-23,2023-09-23,All,All,"A/PI, non-Hispanic",0.0,101.1,Crude Rate
Utah,2022-23,2023-09-16,All,All,"A/PI, non-Hispanic",0.0,101.1,Crude Rate
Utah,2022-23,2023-09-09,All,All,"A/PI, non-Hispanic",1.3,101.1,Crude Rate
Utah,2022-23,2023-09-02,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-08-26,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-08-19,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-08-12,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-08-05,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-07-29,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-07-22,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-07-15,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-07-08,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-07-01,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-06-24,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-06-17,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-06-10,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-06-03,All,All,"A/PI, non-Hispanic",0.0,99.7,Crude Rate
Utah,2022-23,2023-05-27,All,All,"A/PI, non-Hispanic",1.3,99.7,Crude Rate
Utah,2022-23,2023-05-20,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-05-13,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-05-06,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-04-29,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-04-22,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-04-15,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-04-08,All,All,"A/PI, non-Hispanic",0.0,98.4,Crude Rate
Utah,2022-23,2023-04-01,All,All,"A/PI, non-Hispanic",1.3,98.4,Crude Rate
Utah,2022-23,2023-03-25,All,All,"A/PI, non-Hispanic",1.3,97.1,Crude Rate
Utah,2022-23,2023-03-18,All,All,"A/PI, non-Hispanic",0.0,95.7,Crude Rate
Utah,2022-23,2023-03-11,All,All,"A/PI, non-Hispanic",1.3,95.7,Crude Rate
Utah,2022-23,2023-03-04,All,All,"A/PI, non-Hispanic",0.0,94.4,Crude Rate
Utah,2022-23,2023-02-25,All,All,"A/PI, non-Hispanic",0.0,94.4,Crude Rate
Utah,2022-23,2023-02-18,All,All,"A/PI, non-Hispanic",0.0,94.4,Crude Rate
Utah,2022-23,2023-02-11,All,All,"A/PI, non-Hispanic",0.0,94.4,Crude Rate
Utah,2022-23,2023-02-04,All,All,"A/PI, non-Hispanic",1.3,94.4,Crude Rate
Utah,2022-23,2023-01-28,All,All,"A/PI, non-Hispanic",1.3,93.1,Crude Rate
Utah,2022-23,2023-01-21,All,All,"A/PI, non-Hispanic",1.3,91.8,Crude Rate
Utah,2022-23,2023-01-14,All,All,"A/PI, non-Hispanic",6.6,90.4,Crude Rate
Utah,2022-23,2023-01-07,All,All,"A/PI, non-Hispanic",0.0,83.8,Crude Rate
Utah,2022-23,2022-12-31,All,All,"A/PI, non-Hispanic",6.6,83.8,Crude Rate
Utah,2022-23,2022-12-24,All,All,"A/PI, non-Hispanic",2.7,77.1,Crude Rate
Utah,2022-23,2022-12-17,All,All,"A/PI, non-Hispanic",8.0,74.5,Crude Rate
Utah,2022-23,2022-12-10,All,All,"A/PI, non-Hispanic",5.3,66.5,Crude Rate
Utah,2022-23,2022-12-03,All,All,"A/PI, non-Hispanic",9.3,61.2,Crude Rate
Utah,2022-23,2022-11-26,All,All,"A/PI, non-Hispanic",13.3,51.9,Crude Rate
Utah,2022-23,2022-11-19,All,All,"A/PI, non-Hispanic",12.0,38.6,Crude Rate
Utah,2022-23,2022-11-12,All,All,"A/PI, non-Hispanic",4.0,26.6,Crude Rate
Utah,2022-23,2022-11-05,All,All,"A/PI, non-Hispanic",9.3,22.6,Crude Rate
Utah,2022-23,2022-10-29,All,All,"A/PI, non-Hispanic",5.3,13.3,Crude Rate
Utah,2022-23,2022-10-22,All,All,"A/PI, non-Hispanic",2.7,8.0,Crude Rate
Utah,2022-23,2022-10-15,All,All,"A/PI, non-Hispanic",5.3,5.3,Crude Rate
Utah,2022-23,2022-10-08,All,All,"A/PI, non-Hispanic",0.0,0.0,Crude Rate
Utah,2022-23,2023-09-30,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-09-23,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-09-16,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-09-09,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-09-02,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-08-26,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-08-19,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-08-12,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-08-05,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-07-29,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-07-22,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-07-15,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-07-08,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-07-01,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-06-24,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-06-17,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-06-10,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-06-03,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-05-27,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-05-20,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-05-13,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-05-06,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-04-29,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-04-22,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-04-15,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-04-08,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-04-01,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-03-25,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-03-18,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-03-11,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-03-04,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-02-25,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-02-18,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-02-11,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-02-04,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-01-28,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-01-21,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-01-14,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2023-01-07,All,All,"AI/AN, non-Hispanic",0.0,89.3,Crude Rate
Utah,2022-23,2022-12-31,All,All,"AI/AN, non-Hispanic",12.8,89.3,Crude Rate
Utah,2022-23,2022-12-24,All,All,"AI/AN, non-Hispanic",0.0,76.6,Crude Rate
Utah,2022-23,2022-12-17,All,All,"AI/AN, non-Hispanic",12.8,76.6,Crude Rate
Utah,2022-23,2022-12-10,All,All,"AI/AN, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2022-12-03,All,All,"AI/AN, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2022-11-26,All,All,"AI/AN, non-Hispanic",25.5,63.8,Crude Rate
Utah,2022-23,2022-11-19,All,All,"AI/AN, non-Hispanic",12.8,38.3,Crude Rate
Utah,2022-23,2022-11-12,All,All,"AI/AN, non-Hispanic",0.0,25.5,Crude Rate
Utah,2022-23,2022-11-05,All,All,"AI/AN, non-Hispanic",12.8,25.5,Crude Rate
Utah,2022-23,2022-10-29,All,All,"AI/AN, non-Hispanic",0.0,12.8,Crude Rate
Utah,2022-23,2022-10-22,All,All,"AI/AN, non-Hispanic",0.0,12.8,Crude Rate
Utah,2022-23,2022-10-15,All,All,"AI/AN, non-Hispanic",0.0,12.8,Crude Rate
Utah,2022-23,2022-10-08,All,All,"AI/AN, non-Hispanic",12.8,12.8,Crude Rate
Utah,2022-23,2023-09-30,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-09-23,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-09-16,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-09-09,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-09-02,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-08-26,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-08-19,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-08-12,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-08-05,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-07-29,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-07-22,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-07-15,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-07-08,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-07-01,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-06-24,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-06-17,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-06-10,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-06-03,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-05-27,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-05-20,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-05-13,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-05-06,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-04-29,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-04-22,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-04-15,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-04-08,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-04-01,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-03-25,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-03-18,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-03-11,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-03-04,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-02-25,All,All,"Black, non-Hispanic",0.0,145.2,Crude Rate
Utah,2022-23,2023-02-18,All,All,"Black, non-Hispanic",8.8,145.2,Crude Rate
Utah,2022-23,2023-02-11,All,All,"Black, non-Hispanic",0.0,136.4,Crude Rate
Utah,2022-23,2023-02-04,All,All,"Black, non-Hispanic",0.0,136.4,Crude Rate
Utah,2022-23,2023-01-28,All,All,"Black, non-Hispanic",0.0,136.4,Crude Rate
Utah,2022-23,2023-01-21,All,All,"Black, non-Hispanic",0.0,136.4,Crude Rate
Utah,2022-23,2023-01-14,All,All,"Black, non-Hispanic",4.4,136.4,Crude Rate
Utah,2022-23,2023-01-07,All,All,"Black, non-Hispanic",0.0,132.0,Crude Rate
Utah,2022-23,2022-12-31,All,All,"Black, non-Hispanic",8.8,132.0,Crude Rate
Utah,2022-23,2022-12-24,All,All,"Black, non-Hispanic",4.4,123.2,Crude Rate
Utah,2022-23,2022-12-17,All,All,"Black, non-Hispanic",4.4,118.8,Crude Rate
Utah,2022-23,2022-12-10,All,All,"Black, non-Hispanic",22.0,114.4,Crude Rate
Utah,2022-23,2022-12-03,All,All,"Black, non-Hispanic",17.6,92.4,Crude Rate
Utah,2022-23,2022-11-26,All,All,"Black, non-Hispanic",8.8,74.8,Crude Rate
Utah,2022-23,2022-11-19,All,All,"Black, non-Hispanic",26.4,66.0,Crude Rate
Utah,2022-23,2022-11-12,All,All,"Black, non-Hispanic",8.8,39.6,Crude Rate
Utah,2022-23,2022-11-05,All,All,"Black, non-Hispanic",13.2,30.8,Crude Rate
Utah,2022-23,2022-10-29,All,All,"Black, non-Hispanic",8.8,17.6,Crude Rate
Utah,2022-23,2022-10-22,All,All,"Black, non-Hispanic",4.4,8.8,Crude Rate
Utah,2022-23,2022-10-15,All,All,"Black, non-Hispanic",4.4,4.4,Crude Rate
Utah,2022-23,2022-10-08,All,All,"Black, non-Hispanic",0.0,0.0,Crude Rate
Utah,2022-23,2023-09-30,All,All,"White, non-Hispanic",0.0,64.0,Crude Rate
Utah,2022-23,2023-09-23,All,All,"White, non-Hispanic",0.0,64.0,Crude Rate
Utah,2022-23,2023-09-16,All,All,"White, non-Hispanic",0.1,64.0,Crude Rate
Utah,2022-23,2023-09-09,All,All,"White, non-Hispanic",0.0,63.9,Crude Rate
Utah,2022-23,2023-09-02,All,All,"White, non-Hispanic",0.0,63.9,Crude Rate
Utah,2022-23,2023-08-26,All,All,"White, non-Hispanic",0.0,63.9,Crude Rate
Utah,2022-23,2023-08-19,All,All,"White, non-Hispanic",0.1,63.9,Crude Rate
Utah,2022-23,2023-08-12,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-08-05,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-07-29,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-07-22,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-07-15,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-07-08,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-07-01,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-06-24,All,All,"White, non-Hispanic",0.0,63.8,Crude Rate
Utah,2022-23,2023-06-17,All,All,"White, non-Hispanic",0.1,63.8,Crude Rate
Utah,2022-23,2023-06-10,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-06-03,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-05-27,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-05-20,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-05-13,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-05-06,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-04-29,All,All,"White, non-Hispanic",0.0,63.6,Crude Rate
Utah,2022-23,2023-04-22,All,All,"White, non-Hispanic",0.1,63.6,Crude Rate
Utah,2022-23,2023-04-15,All,All,"White, non-Hispanic",0.0,63.5,Crude Rate
Utah,2022-23,2023-04-08,All,All,"White, non-Hispanic",0.0,63.5,Crude Rate
Utah,2022-23,2023-04-01,All,All,"White, non-Hispanic",0.1,63.5,Crude Rate
Utah,2022-23,2023-03-25,All,All,"White, non-Hispanic",0.2,63.4,Crude Rate
Utah,2022-23,2023-03-18,All,All,"White, non-Hispanic",0.4,63.2,Crude Rate
Utah,2022-23,2023-03-11,All,All,"White, non-Hispanic",0.1,62.8,Crude Rate
Utah,2022-23,2023-03-04,All,All,"White, non-Hispanic",0.1,62.7,Crude Rate
Utah,2022-23,2023-02-25,All,All,"White, non-Hispanic",0.6,62.5,Crude Rate
Utah,2022-23,2023-02-18,All,All,"White, non-Hispanic",1.1,61.9,Crude Rate
Utah,2022-23,2023-02-11,All,All,"White, non-Hispanic",0.7,60.8,Crude Rate
Utah,2022-23,2023-02-04,All,All,"White, non-Hispanic",0.1,60.1,Crude Rate
Utah,2022-23,2023-01-28,All,All,"White, non-Hispanic",1.0,60.0,Crude Rate
Utah,2022-23,2023-01-21,All,All,"White, non-Hispanic",1.0,59.0,Crude Rate
Utah,2022-23,2023-01-14,All,All,"White, non-Hispanic",1.0,58.0,Crude Rate
Utah,2022-23,2023-01-07,All,All,"White, non-Hispanic",1.7,57.0,Crude Rate
Utah,2022-23,2022-12-31,All,All,"White, non-Hispanic",3.4,55.3,Crude Rate
Utah,2022-23,2022-12-24,All,All,"White, non-Hispanic",3.8,51.9,Crude Rate
Utah,2022-23,2022-12-17,All,All,"White, non-Hispanic",4.8,48.1,Crude Rate
Utah,2022-23,2022-12-10,All,All,"White, non-Hispanic",5.8,43.3,Crude Rate
Utah,2022-23,2022-12-03,All,All,"White, non-Hispanic",8.9,37.6,Crude Rate
Utah,2022-23,2022-11-26,All,All,"White, non-Hispanic",7.8,28.6,Crude Rate
Utah,2022-23,2022-11-19,All,All,"White, non-Hispanic",5.8,20.8,Crude Rate
Utah,2022-23,2022-11-12,All,All,"White, non-Hispanic",7.1,15.1,Crude Rate
Utah,2022-23,2022-11-05,All,All,"White, non-Hispanic",3.4,8.0,Crude Rate
Utah,2022-23,2022-10-29,All,All,"White, non-Hispanic",2.1,4.5,Crude Rate
Utah,2022-23,2022-10-22,All,All,"White, non-Hispanic",1.1,2.4,Crude Rate
