"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Ascension Parish, LA","22005","American Indian or Alaska Native","1002-5",Suppressed
,"Ascension Parish, LA","22005","Asian","A",30
,"Ascension Parish, LA","22005","Black or African American","2054-5",489
,"Ascension Parish, LA","22005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ascension Parish, LA","22005","White","2106-3",1128
,"Ascension Parish, LA","22005","More than one race","M",26
,"Ascension Parish, LA","22005","Unknown or Not Stated","UNK",0
,"Ascension Parish, LA","22005","Not Available","NA",0
,"Ascension Parish, LA","22005","Not Reported","NR",0
,"Bossier Parish, LA","22015","American Indian or Alaska Native","1002-5",10
,"Bossier Parish, LA","22015","Asian","A",38
,"Bossier Parish, LA","22015","Black or African American","2054-5",459
,"Bossier Parish, LA","22015","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Bossier Parish, LA","22015","White","2106-3",1123
,"Bossier Parish, LA","22015","More than one race","M",58
,"Bossier Parish, LA","22015","Unknown or Not Stated","UNK",0
,"Bossier Parish, LA","22015","Not Available","NA",0
,"Bossier Parish, LA","22015","Not Reported","NR",0
,"Caddo Parish, LA","22017","American Indian or Alaska Native","1002-5",Suppressed
,"Caddo Parish, LA","22017","Asian","A",51
,"Caddo Parish, LA","22017","Black or African American","2054-5",1645
,"Caddo Parish, LA","22017","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Caddo Parish, LA","22017","White","2106-3",1034
,"Caddo Parish, LA","22017","More than one race","M",53
,"Caddo Parish, LA","22017","Unknown or Not Stated","UNK",0
,"Caddo Parish, LA","22017","Not Available","NA",0
,"Caddo Parish, LA","22017","Not Reported","NR",0
,"Calcasieu Parish, LA","22019","American Indian or Alaska Native","1002-5",11
,"Calcasieu Parish, LA","22019","Asian","A",55
,"Calcasieu Parish, LA","22019","Black or African American","2054-5",768
,"Calcasieu Parish, LA","22019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Calcasieu Parish, LA","22019","White","2106-3",1641
,"Calcasieu Parish, LA","22019","More than one race","M",38
