"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Washington","53","2000 - 2499 grams","05",3820
,"Washington","53","2500 - 2999 grams","06",14450
,"Washington","53","3000 - 3499 grams","07",31435
,"Washington","53","3500 - 3999 grams","08",23538
,"Washington","53","4000 - 4499 grams","09",6579
,"Washington","53","4500 - 4999 grams","10",981
,"Washington","53","5000 - 8165 grams","11",119
,"Washington","53","Unknown or Not Stated","12",231
,"West Virginia","54","499 grams or less","01",16
,"West Virginia","54","500 - 999 grams","02",99
,"West Virginia","54","1000 - 1499 grams","03",131
,"West Virginia","54","1500 - 1999 grams","04",357
,"West Virginia","54","2000 - 2499 grams","05",1101
,"West Virginia","54","2500 - 2999 grams","06",3471
,"West Virginia","54","3000 - 3499 grams","07",6438
,"West Virginia","54","3500 - 3999 grams","08",4265
,"West Virginia","54","4000 - 4499 grams","09",990
,"West Virginia","54","4500 - 4999 grams","10",133
,"West Virginia","54","5000 - 8165 grams","11",19
,"West Virginia","54","Unknown or Not Stated","12",Suppressed
,"Wisconsin","55","499 grams or less","01",83
,"Wisconsin","55","500 - 999 grams","02",247
,"Wisconsin","55","1000 - 1499 grams","03",386
,"Wisconsin","55","1500 - 1999 grams","04",913
,"Wisconsin","55","2000 - 2499 grams","05",2999
,"Wisconsin","55","2500 - 2999 grams","06",10386
,"Wisconsin","55","3000 - 3499 grams","07",22817
,"Wisconsin","55","3500 - 3999 grams","08",16587
,"Wisconsin","55","4000 - 4499 grams","09",4549
,"Wisconsin","55","4500 - 4999 grams","10",596
,"Wisconsin","55","5000 - 8165 grams","11",58
,"Wisconsin","55","Unknown or Not Stated","12",65
,"Wyoming","56","499 grams or less","01",Suppressed
,"Wyoming","56","500 - 999 grams","02",18
,"Wyoming","56","1000 - 1499 grams","03",38
,"Wyoming","56","1500 - 1999 grams","04",108
,"Wyoming","56","2000 - 2499 grams","05",419
,"Wyoming","56","2500 - 2999 grams","06",1427
,"Wyoming","56","3000 - 3499 grams","07",2444
,"Wyoming","56","3500 - 3999 grams","08",1321
,"Wyoming","56","4000 - 4499 grams","09",273
,"Wyoming","56","4500 - 4999 grams","10",29
,"Wyoming","56","5000 - 8165 grams","11",Suppressed
,"Wyoming","56","Unknown or Not Stated","12",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2024"
"Group By: State of Residence; Infant Birth Weight 12"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 2:46:24 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 2:46:24 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
